,IC
2014-11-07,0.2041694070762342
2014-11-10,0.04035970064716774
2014-11-11,-0.10050696572739633
2014-11-12,0.15825600567255504
2014-11-13,-0.1874279438923151
2014-11-14,0.10440228386065213
2014-11-17,0.10437785365618682
2014-11-18,-0.15918616936374008
2014-11-19,-0.09045310849849518
2014-11-20,-0.13143366970243564
2014-11-21,0.0720954825532108
2014-11-24,0.04158382904679931
2014-11-25,0.2985101870427333
2014-11-26,0.17549729358087077
2014-11-28,-0.0619253264545398
2014-12-01,0.020696829846709907
2014-12-02,-0.12119278917156476
2014-12-03,0.09993077274588542
2014-12-04,-0.002846927496035304
2014-12-05,0.13659961380474817
2014-12-08,0.009894420614614482
2014-12-09,0.12895124856033655
2014-12-10,0.06148691435513413
2014-12-11,0.06283633299301257
2014-12-12,0.07476253737088204
2014-12-15,-0.11361376024022402
2014-12-16,0.03941303029904716
2014-12-17,0.03182867079083534
2014-12-18,-0.10624682571523242
2014-12-19,0.0712210665319335
2014-12-22,-0.3814852734041716
2014-12-23,0.26645023500684234
2014-12-24,-0.005185496166748935
2014-12-26,-0.04920183345442769
2014-12-29,-0.1899698429222797
2014-12-30,-0.12888049074027835
2014-12-31,0.15135529726327607
2015-01-02,0.3030319876111633
2015-01-05,0.19014970024749397
2015-01-06,0.2717840603615903
2015-01-07,-0.015551967606121504
2015-01-08,0.07983617620517125
2015-01-09,0.09337268186673336
2015-01-12,0.09463665175817083
2015-01-13,0.20387681993431425
2015-01-14,0.21754203844433734
2015-01-15,0.062131664959513666
2015-01-16,0.03758084589475848
2015-01-20,-0.15620119944828992
2015-01-21,-0.0019701167540714898
2015-01-22,0.18335685481903724
2015-01-23,-0.11938920333869577
2015-01-26,0.026017364572909842
2015-01-27,0.2352456249296696
2015-01-28,0.09505175355523657
2015-01-29,-0.34306429264372246
2015-01-30,-0.32565676189933296
2015-02-02,-0.2943278588856562
2015-02-03,0.15513631149331358
2015-02-04,-0.12259476372988586
2015-02-05,-0.27585528783149
2015-02-06,-0.3745294837004236
2015-02-09,0.28940714060159095
2015-02-10,0.08369020352466522
2015-02-11,-0.1807969079310661
2015-02-12,-0.3662860727107799
2015-02-13,0.034028261208196124
2015-02-17,0.2632400884200201
2015-02-18,-0.15678738763276354
2015-02-19,0.16796763117356484
2015-02-20,0.3277301042509302
2015-02-23,-0.1800810783517324
2015-02-24,-0.20396027383285523
2015-02-25,0.01875163703572289
2015-02-26,0.01848030763135708
2015-02-27,0.07318535550393648
2015-03-02,-0.0793531425571162
2015-03-03,0.09412430410956008
2015-03-04,0.0973187151344261
2015-03-05,-0.13950238440418947
2015-03-06,0.21839981220869475
2015-03-09,0.21955175415789033
2015-03-10,0.03746414953036318
2015-03-11,0.16774223994529958
2015-03-12,0.1398566926779147
2015-03-13,0.2546976377962984
2015-03-16,0.06406325670420705
2015-03-17,-0.13650528951817537
2015-03-18,0.34157579010175854
2015-03-19,-0.0952140506383078
2015-03-20,-0.06911725621565673
2015-03-23,-0.021214757858250912
2015-03-24,-0.30524357801313823
2015-03-25,-0.02072610387526127
2015-03-26,0.37915692259281714
2015-03-27,-0.06550492679773172
2015-03-30,-0.08902026560215738
2015-03-31,-0.15207389110033503
2015-04-01,-0.09843795274024139
2015-04-02,-0.19495283179538647
2015-04-06,-0.04714706227205835
2015-04-07,0.35808410704870747
2015-04-08,-0.10046548494896615
2015-04-09,0.05277624836090813
2015-04-10,-0.07212148114844391
2015-04-13,-0.25674135306638374
2015-04-14,-0.3190025022402197
2015-04-15,0.20035211576944248
2015-04-16,-0.10988896209132469
2015-04-17,0.005285511761647306
2015-04-20,0.4494535626867385
2015-04-21,-0.14591045438371894
2015-04-22,0.05599470325507113
2015-04-23,0.060652230086762376
2015-04-24,-0.3390609281846462
2015-04-27,-0.2572704026105186
2015-04-28,-0.28863864714290954
2015-04-29,-0.22649291649998615
2015-04-30,0.2226072136686295
2015-05-01,0.06030670826816929
2015-05-04,-0.19178881371576736
2015-05-05,0.18363045109818038
2015-05-06,0.2735550798092955
2015-05-07,0.07290388147508715
2015-05-08,0.16679064239132366
2015-05-11,-0.04429075001019654
2015-05-12,-0.04678189659439295
2015-05-13,0.25604640914974985
2015-05-14,0.00610473389501593
2015-05-15,0.2499746804159416
2015-05-18,0.18173383514899283
2015-05-19,-0.19551391439921784
2015-05-20,-0.05730448241016047
2015-05-21,0.19026896244778113
2015-05-22,0.10456192023728005
2015-05-26,0.277415631642466
2015-05-27,0.030187837962883664
2015-05-28,0.12266239250027237
2015-05-29,0.17249799552604975
2015-06-01,-0.24420033138889294
2015-06-02,0.14774286946833726
2015-06-03,-0.012876421678271327
2015-06-04,0.11522071741045187
2015-06-05,-0.04370770317049086
2015-06-08,0.0033368605391686985
2015-06-09,0.0851488525478186
2015-06-10,0.085197321628034
2015-06-11,0.06258845409044535
2015-06-12,0.07051904537416659
2015-06-15,0.033772752209092226
2015-06-16,-0.023562488046224538
2015-06-17,0.12273807904172856
2015-06-18,0.1904956834900906
2015-06-19,0.04596671811775773
2015-06-22,-0.002371509037079649
2015-06-23,-0.13031212060349437
2015-06-24,0.4048477983681177
2015-06-25,-0.07722623164517257
2015-06-26,-0.09797205072587928
2015-06-29,0.08235180140936348
2015-06-30,0.16950246946004327
2015-07-01,-0.19772103024947738
2015-07-02,0.2921911909410478
2015-07-06,-0.09397728317195317
2015-07-07,0.0998160955398916
2015-07-08,0.14131588522471594
2015-07-09,0.332542979972613
2015-07-10,-0.0015772272307319865
2015-07-13,0.11388561384947048
2015-07-14,0.11873345964717796
2015-07-15,0.1262232917198694
2015-07-16,0.26642254473740284
2015-07-17,0.25657251039101014
2015-07-20,-0.03512820780539129
2015-07-21,0.2630309905842295
2015-07-22,0.045411951527716266
2015-07-23,0.051307917746046774
2015-07-24,-0.23705106152832894
2015-07-27,-0.03963717746126318
2015-07-28,-0.03460903177349143
2015-07-29,0.022015724568660626
2015-07-30,0.11079339402171053
2015-07-31,0.10446845906939432
2015-08-03,0.17100389835389385
2015-08-04,0.1862263580894368
2015-08-05,-0.30381402795493945
2015-08-06,0.15819735289272321
2015-08-07,-0.20456391598088944
2015-08-10,0.1187623620884654
2015-08-11,-0.23503752709826178
2015-08-12,0.4060799279428199
2015-08-13,-0.04724928501138088
2015-08-14,0.16464850247766047
2015-08-17,0.15996496187966808
2015-08-18,0.20560188110744793
2015-08-19,-0.13248672586733176
2015-08-20,-0.11078951082383501
2015-08-21,0.01933910151934472
2015-08-24,0.31933154521830354
2015-08-25,0.18367731053048997
2015-08-26,-0.2873998240048242
2015-08-27,-0.22220867144449127
2015-08-28,-0.21800484100380457
2015-08-31,0.13293443359855514
2015-09-01,0.31741122131305544
2015-09-02,-0.09238856700880108
2015-09-03,0.25474088739640616
2015-09-04,0.10273149595775694
2015-09-08,0.09104407794911085
2015-09-09,0.16017569597664144
2015-09-10,0.34493131284979645
